osebuildingid,datayear,buildingname,buildingtype,taxparcelidentificationnumber,address,city,state,zipcode,latitude,longitude,neighborhood,councildistrictcode,yearbuilt,numberoffloors,numberofbuildings,propertygfatotal,propertygfabuildings,propertygfaparking,selfreportgfatotal,selfreportgfabuildings,selfreportparking,energystarscore,siteeuiwn_kbtu_sf,siteeui_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,sourceeuiwn_kbtu_sf,sourceeui_kbtu_sf,epapropertytype,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,thirdlargestpropertyusetype,electricity_kwh,steamuse_kbtu,naturalgas_therms,compliancestatus,complianceissue,electricity_kbtu,naturalgas_kbtu,totalghgemissions,ghgemissionsintensity,demolished,secondlargestpropertyuse,thirdlargestpropertyusetypegfa
20210,2023,BRIX,Multifamily MR (5-9),1117050000,538 BROADWAY E,SEATTLE,WA,98102,47.62413,-122.32063,EAST,3,2007,6,1,145812,145812,0,148007,124507,23500,,16.60000038,16.60000038,2071292,2071292,21.79999924,21.79999924,Multifamily MR (5-9),Multifamily Housing,117242,Parking,Restaurant,90620,,17621,Compliant,No Issue,309195,1762100,95.2,0.65,False,23500,4846
20212,2023,MARKET STREET HOLDINGS,NonResidential,1125039011,2401 NW MARKET ST,SEATTLE,WA,98107,47.66824,-122.38795,BALLARD,6,1960,4,1,20539,20539,0,20717,20717,0,,33.40000153,33.29999924,690723,691419,93.40000153,93.40000153,Mixed Use Property,Retail Store,7387,Multifamily Housing,Restaurant,202439,,,Not Compliant,Default Data,690723,,4,0.2,False,5264,3700
20216,2023,PORT OF SEATTLE- MIC (Maritime Industrial Center),NonResidential,1125039068,4600 27TH AVE W,SEATTLE,WA,98199,47.66304,-122.39169,MAGNOLIA / QUEEN ANNE,6,1926,3,,48560,48560,0,59805,59805,0,,48.70000076,49.09999847,2933948,2914265,136.3999939,137.3999939,Other,Other,59805,NA,NA,859891,,,Compliant,No Issue,2933947,,17,0.35,False,,
20217,2023,SAND POINT ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1125049134,6200 60TH AVE NE,SEATTLE,WA,98115,47.67365,-122.26293,NORTHEAST,4,1958,1,1,38624,38624,0,42529,42529,0,85,36.20000076,36.59999847,1556467,1540823,64.69999695,65.09999847,K-12 School,K-12 School,42529,NA,NA,189738,,9091,Compliant,No Issue,647385,909080,51.9,1.34,False,,
20222,2023,BROADWAY PLAZA CONDOMINIUM,Multifamily MR (5-9),1131000000,116 11TH AVE E,SEATTLE,WA,98102,47.61927,-122.31786,EAST,3,1985,5,1,22874,22874,0,20000,20000,0,,23.79999924,23.89999962,546534,545145,66.69999695,66.90000153,Multifamily MR (5-9),Multifamily Housing,22874,NA,NA,160180,,,Compliant,No Issue,546534,,3.2,0.14,False,,
20223,2023,WHITE HEATHER APT BLDG,Multifamily LR (1-4),1133000220,12556 15TH AVE NE,SEATTLE,WA,98125,47.72098,-122.31228,NORTH,5,1965,3,1,21469,21469,0,21469,21469,0,80,25.20000076,25.70000076,550844,539970,70.40000153,71.80000305,Multifamily LR (1-4),Multifamily Housing,21469,NA,NA,161443,,,Compliant,No Issue,550844,,3.2,0.15,False,,
20224,2023,PINEHURST COURT,Multifamily LR (1-4),1133000225,12702 15TH AVE NE,SEATTLE,WA,98125,47.72142,-122.31203,NORTH,5,1984,4,1,50252,50252,0,50252,50252,0,48,37.40000153,38.09999847,1912837,1880301,104.8000031,106.5999985,Multifamily LR (1-4),Multifamily Housing,50252,NA,NA,560620,,,Compliant,No Issue,1912837,,11.1,0.22,False,,
20228,2023,ARRAGUN APARTMENTS,Multifamily LR (1-4),1139000105,10757 GREENWOOD AVE N,SEATTLE,WA,98133,47.70847,-122.35593,NORTHWEST,5,1978,3,1,22824,20480,2344,25168,22824,2344,,24.10000038,23.5,537194,549520,67.40000153,65.90000153,Multifamily LR (1-4),Multifamily Housing,22824,Parking,NA,157443,,,Compliant,No Issue,537195,,3.1,0.15,False,2344,
20230,2023,NORTHPARK VILLAGE,Multifamily LR (1-4),1139000990,10545 GREENWOOD AVE N,SEATTLE,WA,98133,47.70627,-122.35595,NORTHWEST,5,1988,3,1,57338,43130,14208,57338,43130,14208,94,26.79999924,26.29999924,1133650,1157374,75.09999847,73.59999847,Multifamily LR (1-4),Multifamily Housing,37088,Parking,Other - Services,332254,,,Compliant,No Issue,1133650,,6.6,0.15,False,14208,6042
20232,2023,MALLOY APTS,Multifamily MR (5-9),1142000015,4337 15TH AVE NE,SEATTLE,WA,98105,47.66085,-122.31244,NORTHEAST,4,1928,8,1,93502,93502,0,93502,93502,0,92,33.5,33.59999847,3144625,3129052,71.69999695,72.19999695,Multifamily MR (5-9),Multifamily Housing,93502,NA,NA,577595,,11739,Compliant,No Issue,1970754,1173870,73.6,0.79,False,,
20234,2023,BARTELL'S AND APARTMENTS,Multifamily LR (1-4),1142000120,4346 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66112,-122.31285,NORTHEAST,4,1909,4,1,20260,20260,0,20260,20260,0,,18.60000038,18.70000076,378169,377726,52.20000076,52.29999924,Multifamily LR (1-4),Multifamily Housing,12640,Retail Store,NA,110835,,,Compliant,No Issue,378169,,2.2,0.11,False,7620,
20237,2023,RETAIL,NonResidential,1142000160,4315 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66033,-122.31348,NORTHEAST,4,1900,3,1,32960,32960,0,32960,32960,0,100,9.100000381,9.100000381,299880,299880,25.5,25.5,Retail Store,Retail Store,32960,NA,NA,87890,,,Compliant,No Issue,299880,,1.7,0.05,False,,
20241,2023,NEPTUNE THEATER,NonResidential,1142000235,1301 NE 45TH ST,SEATTLE,WA,98105,47.66097,-122.3139,NORTHEAST,4,1921,3,1,29636,29636,0,29636,29636,0,,108.4000015,109.5999985,3249146,3213920,164.5,165.8000031,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,18742,Multifamily Housing,Office,251453,,23912,Compliant,No Issue,857957,2391190,131.7,4.44,False,5808,3786
20242,2023,THE COLLEGIANA (UW MED),NonResidential,1142000445,4311 12TH AVE NE,SEATTLE,WA,98105,47.66023,-122.31581,NORTHEAST,4,1930,3,1,20571,20571,0,20571,20571,0,91,35.70000076,36.09999847,743516,734982,100,101.1999969,Hotel,Hotel,20571,NA,NA,217912,,,Compliant,No Issue,743516,,4.3,0.21,False,,
20243,2023,LA MIRADA APARTMENTS,Multifamily LR (1-4),1142000450,1120 NE 43RD ST,SEATTLE,WA,98105,47.65998,-122.31579,NORTHEAST,4,1956,4,1,23742,23742,0,23742,23742,0,90,28,28.60000038,678634,664876,78.40000153,80,Multifamily LR (1-4),Multifamily Housing,23742,NA,NA,198896,,,Compliant,No Issue,678634,,3.9,0.17,False,,
20246,2023,CARLSTROM APARTMENTS,Multifamily LR (1-4),1142000670,4225 11TH AVE NE,SEATTLE,WA,98105,47.65909,-122.31691,NORTHEAST,4,1964,4,1,22344,16758,5586,27930,22344,5586,,32,32.5,725959,714295,89.5,91,Multifamily LR (1-4),Multifamily Housing,22344,Parking,NA,212766,,,Compliant,No Issue,725959,,4.2,0.25,False,5586,
20251,2023,FORDE APARTMENTS,Multifamily LR (1-4),1142000805,4231 12TH AVE NE,SEATTLE,WA,98105,47.65915,-122.31579,NORTHEAST,4,1981,3,1,24492,21176,3316,21176,21176,0,71,29.29999924,29.89999962,632105,619632,81.90000153,83.59999847,Multifamily LR (1-4),Multifamily Housing,21176,NA,NA,185259,,,Compliant,No Issue,632105,,3.7,0.17,False,,
20252,2023,ESCOLIER APARTMENTS,Multifamily MR (5-9),1142000860,4214 11TH AVE NE,SEATTLE,WA,98105,47.65893,-122.31634,NORTHEAST,4,1962,5,1,31075,31075,0,31997,29497,2500,99,23,23.5,693646,678895,64.40000153,65.80000305,Multifamily MR (5-9),Multifamily Housing,29497,Parking,NA,203296,,,Compliant,No Issue,693646,,4,0.13,False,2500,
20258,2023,WELLESLEY APARTMENTS,Multifamily LR (1-4),1142000955,4203 BROOKLYN AVE NE,SEATTLE,WA,98105,47.65847,-122.3147,NORTHEAST,4,1925,3,1,28700,28700,0,28700,28700,0,58,31,31.70000076,908660,888387,86.69999695,88.59999847,Multifamily LR (1-4),Multifamily Housing,28700,NA,NA,266313,,,Compliant,No Issue,908660,,5.3,0.18,False,,
20263,2023,STANFORD APARTMENTS,Multifamily LR (1-4),1142001090,1304 NE 42ND ST,SEATTLE,WA,98105,47.65848,-122.31397,NORTHEAST,4,1924,3,1,22542,22542,0,22542,22542,0,98,26.89999962,27.39999962,617598,606252,58.70000076,60.20000076,Multifamily LR (1-4),Multifamily Housing,22542,NA,NA,118610,,2129,Compliant,No Issue,404698,212900,13.6,0.6,False,,
20264,2023,CAMPUS APT,Multifamily LR (1-4),1142001100,4210 BROOKLYN AVE NE,SEATTLE,WA,98105,47.65874,-122.31395,NORTHEAST,4,1923,4,1,24680,24680,0,24680,24680,0,,34.79999924,35.59999847,877432,859102,76.19999695,78.30000305,Multifamily LR (1-4),Multifamily Housing,24680,NA,NA,169465,,2992,Compliant,No Issue,578215,299220,19.2,0.78,False,,
20265,2023,UNIVERSITY MANOR APARTMENTS,Multifamily MR (5-9),1142001140,1305 NE 43RD ST,SEATTLE,WA,98105,47.65964,-122.31394,NORTHEAST,4,1928,8,1,63837,63837,0,63051,63051,0,,43.70000076,44.59999847,2813067,2756107,93.59999847,96.09999847,Multifamily MR (5-9),Multifamily Housing,60799,Medical Office,Other - Restaurant/Bar,520590,,10368,Compliant,No Issue,1776255,1036810,65.3,1.02,False,1276,976
20267,2023,LA PAZ APARTMENTS,Multifamily LR (1-4),1142001210,4200 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.65853,-122.3128,NORTHEAST,4,1916,3,1,22320,22320,0,22320,22320,0,87,59.70000076,62,1383224,1332334,82.59999847,85,Multifamily LR (1-4),Multifamily Housing,15314,Retail Store,NA,74392,,11294,Compliant,No Issue,253824,1129400,61.3,2.75,False,7006,
20273,2023,BROOKLYN PLAZA DORM,NonResidential,1142001455,4106 BROOKLYN AVE NE,SEATTLE,WA,98105,47.65711,-122.31409,NORTHEAST,4,1993,3,1,28572,21245,7327,29400,22000,7400,50,86.5,86.5,1902883,1903263,162.6999969,162.6000061,Residence Hall/Dormitory,Residence Hall/Dormitory,22000,Parking,NA,264645,,9999,Compliant,No Issue,902968,999910,58.2,2.74,False,7000,
20274,2023,COHO APARTMENTS,Multifamily LR (1-4),1142001475,4120 BROOKLYN AVE NE,SEATTLE,WA,98105,47.65755,-122.31406,NORTHEAST,4,1964,4,1,26639,26639,0,26639,26639,0,97,22.10000038,22.5,600619,588841,61.90000153,63.09999847,Multifamily LR (1-4),Multifamily Housing,26639,NA,NA,176031,,,Compliant,No Issue,600618,,3.5,0.13,False,,
20280,2023,TYEE APARTMENTS,Multifamily LR (1-4),1142001560,4115 BROOKLYN AVE NE,SEATTLE,WA,98105,47.6573,-122.31474,NORTHEAST,4,1963,4,1,25568,25568,0,20159,20159,0,87,38,38.79999924,782008,766880,106.5,108.5999985,Multifamily LR (1-4),Multifamily Housing,20159,NA,NA,229194,,,Compliant,No Issue,782008,,4.5,0.18,False,,
20281,2023,LEVERE APTS,Multifamily LR (1-4),1142001570,4105 BROOKLYN AVE NE,SEATTLE,WA,98105,47.65698,-122.31491,NORTHEAST,4,1927,3,1,25904,25904,0,25904,25904,0,74,41.79999924,42.40000153,1097692,1082860,81.59999847,83.30000305,Multifamily LR (1-4),Multifamily Housing,25904,NA,NA,168250,,5236,Compliant,No Issue,574070,523620,31.1,1.2,False,,
20296,2023,LEE AND LEE APARTMENTS,Multifamily LR (1-4),1142001770,4145 11TH AVE NE,SEATTLE,WA,98105,47.65807,-122.31713,NORTHEAST,4,1941,3,1,24548,24548,0,24548,24548,0,98,26.89999962,27.20000076,668652,660936,75.40000153,76.30000305,Multifamily LR (1-4),Multifamily Housing,24548,NA,NA,195971,,,Compliant,No Issue,668652,,3.9,0.16,False,,
20297,2023,COLLEGE PLACE APARTMENTS,Multifamily MR (5-9),1142001780,4131 11TH AVE NE,SEATTLE,WA,98105,47.65769,-122.31702,NORTHEAST,4,1970,9,1,71827,53480,18347,71827,53480,18347,85,35.09999847,35.90000153,1921622,1874562,98.09999847,100.5999985,Multifamily MR (5-9),Multifamily Housing,53480,Parking,NA,563195,,,Compliant,No Issue,1921622,,11.1,0.21,False,10000,
20303,2023,TRINITY APARTMENTS,Multifamily MR (5-9),1145000070,4301 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65972,-122.31807,NORTHEAST,4,2008,6,1,145350,104050,41300,145350,145350,0,,23.29999924,23.5,3421387,3380654,61.90000153,62.5,Multifamily MR (5-9),Multifamily Housing,141650,Retail Store,NA,918976,,2858,Compliant,No Issue,3135545,285840,33.3,0.32,False,3700,
20304,2023,THE KENNEDY BUILDING,Multifamily MR (5-9),1145000155,905 NE 45TH ST,SEATTLE,WA,98105,47.66085,-122.31846,NORTHEAST,4,2004,7,1,169931,114503,55428,114503,114503,0,91,29.20000076,29.39999962,3364745,3339724,81.69999695,82.30000305,Multifamily MR (5-9),Multifamily Housing,111373,Financial Office,NA,986150,,,Compliant,No Issue,3364745,,19.5,0.17,False,3130,
20307,2023,ALLEGRO 1 APARTMENTS,Multifamily MR (5-9),1145000325,4115 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65732,-122.31827,NORTHEAST,4,1998,6,1,69452,26120,43332,112784,69452,43332,98,32.79999924,33.20000076,2306293,2275360,86.09999847,87.40000153,Multifamily MR (5-9),Multifamily Housing,69452,Parking,NA,610532,,2232,Compliant,No Issue,2083135,223160,23.9,0.92,False,43332,
20308,2023,ALLEGRO II   (53 UNITS PLUS RETAIL),Multifamily MR (5-9),1145000525,4060 9TH AVE NE,SEATTLE,WA,98105,47.65715,-122.31858,NORTHEAST,4,1999,6,1,73927,47791,26136,73927,47791,26136,100,26.10000038,26.5,1266245,1248423,68.19999695,69.19999695,Multifamily MR (5-9),Multifamily Housing,47791,Parking,NA,331201,,1362,Compliant,No Issue,1130057,136190,13.8,0.29,False,26136,
20309,2023,CARIBBEAN MANOR APT'S,Multifamily LR (1-4),1160000005,10800 ROOSEVELT WAY NE,SEATTLE,WA,98125,47.70801,-122.3175,NORTH,5,1969,4,1,29683,29683,0,42500,27500,15000,61,36.90000153,37.59999847,1033367,1014672,101.5999985,103.5,Multifamily LR (1-4),Multifamily Housing,27500,Parking,NA,294794,,275,Compliant,No Issue,1005838,27530,7.3,0.25,False,0,
20310,2023,BROXTON CONDOMINIUM,Multifamily MR (5-9),1165200000,5016 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.55694,-122.38652,SOUTHWEST,1,2003,8,1,40791,40791,0,51556,33990,17566,,44,44.59999847,1516488,1494723,92.19999695,93.40000153,Multifamily MR (5-9),Multifamily Housing,32144,Parking,Medical Office,265235,,6115,Compliant,No Issue,904983,611500,37.7,0.92,False,17566,1846
20311,2023,LICTONWOOD APT SEATTLE HOUSING,Multifamily MR (5-9),1172000025,9001 GREENWOOD AVE N,SEATTLE,WA,98103,47.69455,-122.35573,NORTHWEST,5,1971,5,1,56319,56319,0,56319,56319,0,48,50.90000153,51.40000153,2893029,2868255,121.1999969,122.3000031,Multifamily MR (5-9),Multifamily Housing,56319,NA,NA,645111,,6919,Compliant,No Issue,2201118,691910,49.4,0.88,False,,
20312,2023,TELEMARK APTS,Multifamily LR (1-4),1175000630,2850 NW 56TH ST,SEATTLE,WA,98107,47.66965,-122.39489,BALLARD,6,1975,4,1,30948,30948,0,30948,30948,0,86,23.60000038,24.10000038,744929,731299,66.19999695,67.40000153,Multifamily LR (1-4),Multifamily Housing,30948,NA,NA,218326,,,Compliant,No Issue,744929,,4.3,0.14,False,,
20316,2023,FAIRHAVEN APTS,Multifamily LR (1-4),1175000904,2839 NW 56TH ST,SEATTLE,WA,98107,47.66927,-122.39485,BALLARD,6,1988,4,1,39319,30786,8533,39319,30786,8533,77,31,31.39999962,967878,955482,86.90000153,88,Multifamily LR (1-4),Multifamily Housing,30786,Parking,NA,283669,,,Compliant,No Issue,967878,,5.6,0.18,False,0,
20320,2023,ISLAND VIEW APTS,Multifamily LR (1-4),1501800015,3033 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.57602,-122.38712,SOUTHWEST,1,1984,4,1,41443,41443,0,41443,41443,0,43,33.70000076,34.20000076,1416567,1396579,94.40000153,95.69999695,Multifamily LR (1-4),Multifamily Housing,41443,NA,NA,415172,,,Compliant,No Issue,1416567,,8.2,0.2,False,,
20321,2023,CHAMBERY PARK CONDOMINIUM,Multifamily LR (1-4),1508400000,13730 15TH AVE NE,SEATTLE,WA,98125,47.72971,-122.31089,NORTH,5,1975,3,1,130680,130680,0,130709,130709,0,23,26,26.60000038,3472152,3398392,72.80000305,74.40000153,Multifamily LR (1-4),Multifamily Housing,130709,NA,NA,1017629,,,Compliant,No Issue,3472150,,20.1,0.15,False,,
20323,2023,CHANCERY PLACE APARTMENTS,Multifamily HR (10+),1510600000,910 MARION ST,SEATTLE,WA,98104,47.60817,-122.32654,EAST,3,1982,15,1,115775,84240,31535,115775,84240,31535,81,33.79999924,33.90000153,2858263,2843735,94.5,95,Multifamily HR (10+),Multifamily Housing,73008,Parking,Office,837709,,,Compliant,No Issue,2858264,,16.6,0.2,False,31535,11232
20324,2023,TEMPLE BETH AM,NonResidential,1513800009,2632 NE 80TH ST,SEATTLE,WA,98115,47.68752,-122.29852,NORTHEAST,4,2000,2,1,31386,31386,0,30000,30000,0,26,53.20000076,53.70000076,1610573,1597381,100.5,101,Worship Facility,Worship Facility,30000,NA,NA,224285,,8453,Compliant,No Issue,765259,845310,49.2,1.57,False,,
20325,2023,UNIVERSITY PREPARATORY ACADEMY - CAMPUS,Campus,1513800010,8000 25TH AVE NE,SEATTLE,WA,98115,47.687,-122.30013,NORTHEAST,4,1989,3,5,74936,74936,0,96154,96154,0,44,66.5,66.90000153,6432278,6391344,128.6000061,129,K-12 School,K-12 School,96154,NA,NA,946343,,32034,Compliant,No Issue,3228923,3203350,188.5,2.52,False,,
20330,2023,CHARBONNEAU CONDOMINIUM,Multifamily MR (5-9),1522500000,1201 BOYLSTON AVE,SEATTLE,WA,98101,47.61255,-122.3239,EAST,3,1989,5,1,140778,96578,44200,140778,96578,44200,95,26.60000038,26.89999962,2599434,2573356,74.59999847,75.40000153,Multifamily MR (5-9),Multifamily Housing,96578,Parking,NA,761850,,,Compliant,No Issue,2599433,,15.1,0.16,False,44200,
20340,2023,LAURELHURST APTS,Multifamily LR (1-4),1525049011,3913 NE 45TH ST,SEATTLE,WA,98105,47.66085,-122.28577,NORTHEAST,4,1961,4,4,30834,30834,0,28876,28876,0,94,24.60000038,25.10000038,723666,709871,68.80000305,70.19999695,Multifamily LR (1-4),Multifamily Housing,28876,NA,NA,212094,,,Compliant,No Issue,723666,,4.2,0.14,False,,
20343,2023,CHATILLON,Multifamily MR (5-9),1532000000,505 W MERCER PL,SEATTLE,WA,98119,47.62479,-122.36444,MAGNOLIA / QUEEN ANNE,7,2002,5,1,21536,21536,0,27536,21536,6000,,40.70000076,41.29999924,889827,876367,75.80000305,76.40000153,Multifamily MR (5-9),Multifamily Housing,21536,Parking,NA,119145,,4833,Compliant,No Issue,406522,483310,28,1.3,False,6000,
20350,2023,Arabelle Apartments,Multifamily LR (1-4),5464300051,10321 MERIDIAN AVE N,SEATTLE,WA,98133,47.7039,-122.33423,NORTHWEST,5,1988,4,2,47873,34572,13301,40346,27045,13301,,35.70000076,35.29999924,953781,964240,99.80000305,98.69999695,Multifamily LR (1-4),Multifamily Housing,27000,Parking,Office,279537,,,Compliant,No Issue,953781,,5.5,0.16,False,13301,45
20360,2023,CINNAMON RIDGE CONDOMINIUM,Multifamily LR (1-4),1592100000,6910 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54192,-122.38682,SOUTHWEST,1,1985,4,1,39581,39581,0,39581,39581,0,94,20.5,20.89999962,827105,813081,57.5,58.5,Multifamily LR (1-4),Multifamily Housing,39581,NA,NA,242410,,,Compliant,No Issue,827105,,4.8,0.12,False,,
20361,2023,CITADEL THE CONDOMINIUM,Multifamily LR (1-4),1594000000,2040 13TH AVE W,SEATTLE,WA,98119,47.63785,-122.37352,MAGNOLIA / QUEEN ANNE,7,1989,4,1,23177,23177,0,23165,23165,0,,20.39999962,20.79999924,430247,422225,57.09999847,58.09999847,Multifamily LR (1-4),Multifamily Housing,20720,NA,NA,126098,,,Compliant,No Issue,430247,,2.5,0.11,False,,
20362,2023,CITISCAPE CONDOMINIUM,Multifamily MR (5-9),1594300000,1504 AURORA AVE N,SEATTLE,WA,98109,47.63282,-122.34305,MAGNOLIA / QUEEN ANNE,7,1991,5,1,54360,54360,0,45319,45319,0,79,36.40000153,36.79999924,1666418,1651630,102,103,Multifamily MR (5-9),Multifamily Housing,45319,NA,NA,488399,,,Compliant,No Issue,1666417,,9.7,0.18,False,,
20367,2023,CITY LIGHTS ON HARBOR CONDOMINIUM,Multifamily LR (1-4),1595200000,2349 HARBOR AVE SW,SEATTLE,WA,98126,47.58143,-122.3751,SOUTHWEST,1,1990,3,1,70207,70207,0,71273,71273,0,83,30.5,30.5,2171587,2170278,48.09999847,48.29999924,Multifamily LR (1-4),Multifamily Housing,71273,NA,NA,194239,,15088,Compliant,No Issue,662744,1508840,83.8,1.19,False,,
20369,2023,EMERALD LANDING I,NonResidential,4088801740,2157 N NORTHLAKE WAY,SEATTLE,WA,98103,47.64834,-122.33188,LAKE UNION,4,2012,2,1,84116,57619,26497,84116,57619,26497,8,107.4000015,107.4000015,6185749,6185749,293.5,293.5,Office,Office,57619,Parking,NA,1744203,,2345,Compliant,No Issue,5951221,234530,46.9,0.81,False,26497,
20372,2023,HOTEL ANDRA,NonResidential,1604500000,2000 4TH AVE,SEATTLE,WA,98121,47.61337,-122.33995,DOWNTOWN,7,1925,9,1,104000,104000,0,116600,110300,6300,91,68.90000153,69.19999695,8073531,8038282,127,127.5999985,Hotel,Hotel,116600,Parking,NA,1016907,2174884,24290,Compliant,No Issue,3469687,2428960,325,3.13,False,6300,
20377,2023,WASHINGTON CARE CENTER,NonResidential,1624049040,2821 S WALDEN ST,SEATTLE,WA,98144,47.57188,-122.29531,SOUTHEAST,2,1981,3,1,58665,58665,0,105874,78374,27500,95,77.80000305,77.59999847,6083315,6093996,130.5,130.3000031,Senior Living Community,Senior Living Community,78374,Parking,NA,639887,,39000,Compliant,No Issue,2183294,3900020,219.4,3.74,False,0,
20383,2023,CITY VIEWS APTS,Multifamily LR (1-4),1324039102,3021 SW BRADFORD ST,SEATTLE,WA,98126,47.56874,-122.37178,SOUTHWEST,1,1992,4,1,121037,81732,39305,121037,81732,39305,83,31.70000076,32.09999847,2620470,2592127,88.80000305,89.80000305,Multifamily LR (1-4),Multifamily Housing,81732,Parking,NA,768016,,,Compliant,No Issue,2620470,,15.2,0.19,False,39305,
20387,2023,MARINE BUSINESS CENTER,NonResidential,1325039001,801 NW 42ND ST,SEATTLE,WA,98107,47.65742,-122.36736,BALLARD,6,2007,2,1,38784,38784,0,38784,38784,0,66,,14.19999981,549715,,,34.79999924,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38784,NA,NA,129666,,1073,Compliant,No Issue,442421,107290,8.3,0.21,False,,
20389,2023,CANAL PLACE CONDOMINIUM,Multifamily LR (1-4),1327000000,965 W NICKERSON ST,SEATTLE,WA,98119,47.65346,-122.36987,MAGNOLIA / QUEEN ANNE,7,1984,4,1,26568,26568,0,31568,26568,5000,99,22.60000038,23.20000076,617426,600492,63.29999924,65.09999847,Multifamily LR (1-4),Multifamily Housing,26568,Parking,NA,180957,,,Compliant,No Issue,617426,,3.6,0.13,False,5000,
20390,2023,CANAL STATION CONDOMINIUM,Multifamily MR (5-9),1327100000,5440 LEARY AVE NW,SEATTLE,WA,98107,47.66772,-122.38276,BALLARD,6,2007,6,1,182494,182494,0,179926,179926,0,97,27.60000038,27.60000038,4972202,4972202,59.90000153,59.90000153,Multifamily MR (5-9),Multifamily Housing,165553,Retail Store,NA,929589,,18004,Compliant,No Issue,3171758,1800440,113.8,0.62,False,14373,
20391,2023,CANAL STATION NORTH CONDOMINIUM,Multifamily MR (5-9),1327150000,5450 LEARY AVE NW,SEATTLE,WA,98107,47.6679,-122.38309,BALLARD,6,2007,6,1,113462,113462,0,113462,113462,0,91,29.79999924,29.79999924,3382570,3383601,69,69,Multifamily MR (5-9),Multifamily Housing,113462,NA,NA,716309,,9385,Compliant,No Issue,2444047,938520,63.9,0.56,False,,
20393,2023,D W CLOSE CO,NonResidential,1327300004,3317 3RD AVE S,SEATTLE,WA,98134,47.57383,-122.33046,GREATER DUWAMISH,1,1969,2,1,41790,41790,0,38134,38134,0,,57.90000153,58.79999924,2243648,2208942,112.1999969,113.1999969,Mixed Use Property,Office,16438,Refrigerated Warehouse,Restaurant,328102,,11242,Compliant,No Issue,1119484,1124160,66.1,1.58,False,14646,7050
20394,2023,PORT OF SEATTLE -MARINE MAINTENANCE SHOP,NonResidential,1327300005,25 S HORTON ST,SEATTLE,WA,98134,47.57411,-122.33715,GREATER DUWAMISH,1,1959,1,,32192,32192,0,51645,51645,0,,81.59999847,82.59999847,4265843,4211828,140.6999969,142.1999969,Vehicle Repair Services,Vehicle Repair Services,51442,Self-Storage Facility,Other,479709,,26291,Compliant,No Issue,1636767,2629080,148.8,4.62,False,168,35
20395,2023,HOLYOKE BUILDING,NonResidential,939000515,1018 1ST AVE,SEATTLE,WA,98104,47.60542,-122.3364,DOWNTOWN,7,1900,5,1,39960,39960,0,39960,39960,0,80,40,40.29999924,1608718,1598522,88,88.19999695,Office,Office,37120,Other,NA,307676,,5589,Compliant,No Issue,1049791,558930,35.7,0.89,False,2840,
20396,2023,MEAVES BUILDING,NonResidential,939000530,1012 1ST AVE,SEATTLE,WA,98104,47.60528,-122.33627,DOWNTOWN,7,1900,5,1,33300,33300,0,31470,31470,0,75,29.39999962,29.39999962,925662,925662,82.40000153,82.40000153,Office,Office,31470,NA,NA,271296,,0,Compliant,No Issue,925663,0,5.4,0.16,False,,
20397,2023,HOTEL SEATTLE,NonResidential,942000120,315 SENECA ST,SEATTLE,WA,98101,47.60721,-122.33451,DOWNTOWN,7,1926,11,1,36240,36240,0,36240,36240,0,100,5.099999905,5.099999905,186314,186314,14.39999962,14.39999962,Hotel,Hotel,36240,NA,NA,54605,,,Compliant,No Issue,186314,,1.1,0.03,False,,
20398,2023,WOMENS UNIVERSITY CLUB,NonResidential,942000255,1105 6TH AVE,SEATTLE,WA,98101,47.60781,-122.33186,DOWNTOWN,7,1922,3,1,39320,32360,6960,39320,39320,0,,74.90000153,75.5,2969360,2945400,123.0999985,123.8000031,Social/Meeting Hall,Social/Meeting Hall,39320,NA,NA,257297,1396054,6954,Compliant,No Issue,877897,695410,155,4.79,False,,
20401,2023,DOVER APTS,Multifamily MR (5-9),942000460,901 6TH AVE,SEATTLE,WA,98104,47.60639,-122.3303,DOWNTOWN,7,1907,5,1,41452,41452,0,41452,41452,0,99,42.59999847,42.90000153,1777322,1764007,67.80000305,68.09999847,Multifamily MR (5-9),Multifamily Housing,41452,NA,NA,160278,,12304,Compliant,No Issue,546870,1230450,68.4,1.65,False,,
20406,2023,REYNOLDS WORK RELEASE FACILITY,NonResidential,942001120,410 4TH AVE,SEATTLE,WA,98104,47.60223,-122.32889,DOWNTOWN,1,1909,6,1,35820,35820,0,35820,35820,0,99,78.5,79.09999847,2832546,2810570,120.0999985,120.6999969,Hotel,Hotel,35820,NA,NA,226123,,20610,Compliant,No Issue,771532,2061020,113.7,3.17,False,,
